編號,名稱,地區,類型,地區/大樓,地址,緯度,經度,營業時間,評分,每人價位,GoogleMaps連結,核實日期
143,Falafel Sababa,大阪,中東・以色列料理｜蔬食友善,西心斎橋・中央區（アメリカ村・獨立店面）,大阪市中央区西心斎橋 2-17-13 New Corner Bldg,34.67043,135.49734,週二-四 11:30-20:00；週五-日 11:30-21:00；週一公休,HappyCow 4.0（82 則）,"約 ¥600–1,600／人","https://www.google.com/maps/search/?api=1&query=34.67043,135.49734",2026-07-14
144,すするか、すすらんか 麻婆豆腐拉麵,大阪,拉麵（麻婆豆腐拉麵）｜蔬食友善,東心斎橋・中央區（第一KSビル B1F・近長堀橋）,大阪市中央区東心斎橋 1-15-22 第一KSビル B1F,34.67230,135.50340,11:00-15:00 / 18:00-23:00；週二公休,Tabelog 3.52（511 則）,"約 ¥1,000–1,999／人","https://www.google.com/maps/search/?api=1&query=34.67230,135.50340",2026-07-14
145,発酵美食カフェ PRANA（全素）,大阪,發酵・長壽飲食(マクロビ)咖啡｜全素 Vegan,靭本町・西區（ベルアールビル 1F・近本町/四ツ橋・靭公園南）,大阪市西区靭本町 1-18-6 ベルアールビル 1F,34.68320,135.49480,11:00-18:00（LO17:30）；不定休（建議先確認）,Tabelog 3.14（24 則）,"午餐約 ¥1,000–1,999／人","https://www.google.com/maps/search/?api=1&query=34.68320,135.49480",2026-07-12
146,W RETREAT CAFE（腸活純素）,大阪,純素咖啡（腸活・せいろ蒸し・GF・有機）｜全素 Vegan,南船場・中央區（ラスターオン心斎橋ビル 10F・心斎橋/長堀）,大阪市中央区南船場 4-5-8 ラスターオン心斎橋ビル 10F,34.67420,135.49880,查無明確時段（官網有預約行事曆，建議 LINE 預約前確認）,查無（IG 為主）,需預約確認,"https://www.google.com/maps/search/?api=1&query=34.67420,135.49880",2026-07-14
148,ZIRAEL Vegan Restaurant（祇園）,京都,純素 Vegan｜創作料理,祇園・東山區（近八坂/清水寺一帶）,京都市東山区祇園（詳細見預約頁）,35.00507,135.77796,週三-日/假日 12:30-19:00（料理 LO18:30）；週一二公休（售完即打烊）,TripAdvisor 5.0／Tabelog 3.04（Google 約 4.9 整合站）,"午/晚 ¥1,501–2,000／人","https://www.google.com/maps/search/?api=1&query=35.00507,135.77796",2026-07-14
149,豆水楼 祇園店,京都,豆腐料理・京料理（有素食コース）｜蔬食友善,祇園・東山區（築 150 年町家）,京都市東山区祇園町（花見小路一帶）,34.99980,135.77750,11:30-15:00 / 17:00-21:00；年中無休（年末年始可能休）,Tabelog 3.40（129 則）／TripAdvisor 4.2,"素食懷石「六波羅」¥12,000（需預約）","https://www.google.com/maps/search/?api=1&query=34.99980,135.77750",2026-07-14
150,嵯峨とうふ 稲 北店（嵐山）,京都,豆腐・湯葉料理（有蔬食御膳）｜蔬食友善,嵐山・嵯峨・右京區（近天龍寺/竹林）,京都市右京区嵯峨天龍寺（北店）,35.01728,135.67690,11:00-19:00（LO）；年中無休（旺季延長）,Tabelog 3.39（161 則）,"ベジタリアン御膳 ¥2,180","https://www.google.com/maps/search/?api=1&query=35.01728,135.67690",2026-07-14
151,Musubi Sweets Factory（嵐山・全素甜點）,京都,純素 Vegan・無麩質｜甜點・烘焙,嵐山・右京區（渡月橋步行約 45 秒）,京都市右京区嵯峨天龍寺（渡月橋北側一帶）,35.01088,135.67772,10:00-18:00（LO 打烊前 1 小時）；週二不定休（假日照常）,Yahoo 4.67／Tabelog 3.08（10 則）,"甜點套組約 ¥1,030–1,200","https://www.google.com/maps/search/?api=1&query=35.01088,135.67772",2026-07-14
152,サガルマタ Sagarmatha 印度尼泊爾,大阪,印度/尼泊爾咖哩｜蔬食友善,天保山・港區（大阪港站步行 2 分・獨立店面）,大阪市港区築港 4-2-31,34.65443,135.43268,11:00-15:00 / 17:00-23:00（LO22:30）；每月 2 次週二晚公休,Google 4.6（637 則）,"午約 ¥1,000／晚 ¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=34.65443,135.43268",2026-07-14
153,Pokhara Pacific 尼泊爾料理,大阪,尼泊爾/印度料理｜蔬食友善,弁天町・港區（弁天町站步行 7 分・獨立店面）,大阪市港区磯路 2-11-20,34.66465,135.46113,11:00-15:00 / 17:00-22:30（LO22:00）；公休去前確認,Google 4.2（43 則）,"午約 ¥1,000／晚 ¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=34.66465,135.46113",2026-07-14
154,9 Borden Coffee,大阪,咖啡・輕食｜蔬食友善,天保山・港區（港振興ビル 1F・大阪港站 2 分）,大阪市港区築港 3-7-15 港振興ビル 111,34.65469,135.43298,7:30-18:00；僅元旦休,"Google 4.6（1,091 則）","約 ¥500–1,000／人","https://www.google.com/maps/search/?api=1&query=34.65469,135.43298",2026-07-14
155,Mother Moon Cafe 天保山店,大阪,鬆餅・甜點咖啡｜蔬食友善,天保山・港區（天保山マーケットプレース 2F・海遊館旁）,大阪市港区海岸通 1-1-10 天保山マーケットプレース 2F,34.65583,135.43027,10:00-21:00（LO20:00）；不定休(隨商場),Google 3.6（242 則）,"約 ¥1,000–2,000／人","https://www.google.com/maps/search/?api=1&query=34.65583,135.43027",2026-07-14
156,Vie de France 弁天町店,大阪,麵包烘焙＆咖啡｜蔬食友善,弁天町・港區（大阪ベイタワーイースト 2F・弁天町站即到）,大阪市港区弁天 1-2-2-200 大阪ベイタワーイースト 2F,34.67016,135.46066,7:00-20:30（LO20:00）；無休,Google 3.9（181 則）,"約 ¥150–1,000／人","https://www.google.com/maps/search/?api=1&query=34.67016,135.46066",2026-07-14
157,good siphon coffee 大阪ベイタワー,大阪,虹吸咖啡（併設書店）｜蔬食友善,弁天町・港區（大阪ベイタワーイースト 2F・弁天町站直結）,大阪市港区弁天 1-2-2 大阪ベイタワーイースト 2F,34.66974,135.46081,7:00-21:00（LO20:30）；無休,Google 4.3（71 則）,"約 ¥500–1,000／人","https://www.google.com/maps/search/?api=1&query=34.66974,135.46081",2026-07-14
158,Starbucks 海遊館店,大阪,連鎖咖啡｜蔬食友善,天保山・港區（海遊館館內・最靠水族館入口）,大阪市港区海岸通 1-1-10 海遊館,34.65498,135.42862,約 09:00-21:00；不定休(隨海遊館),Tabelog 3.06（53 則）,約 ¥500–800／人,"https://www.google.com/maps/search/?api=1&query=34.65498,135.42862",2026-07-14
159,喜菜亭 Kinatei（100% 素食）,奈良,100% 素食｜創作・拉麵/定食/懐石,JR奈良駅前・杉ヶ町（フェリス駅前ビル 1F）,奈良市杉ヶ町 25-1 フェリス駅前 1F,34.67774,135.82086,午 週二-日/假日 11:30-14:30；晚 18:00-22:00（需預約）；週一公休(晚可預約),Tabelog 3.06（9 則）／HappyCow 奈良 #4,"午約 ¥1,500–2,500（晚懐石較高）","https://www.google.com/maps/search/?api=1&query=34.67774,135.82086",2026-07-14
160,Big Mountain Cafe & Farm,奈良,GF＆Vegan 對應・自家農園咖啡（葷素混合）｜蔬食友善,近鉄奈良駅・西新在家町（獨立店面・免費停車）,奈良市西新在家町 20-1,34.68835,135.82502,週二＋每月第 3 週三公休；營業時間常變(前往前建議電話確認),Tabelog 3.10（23 則）,"午約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=34.68835,135.82502",2026-07-14
161,楽夢菜 Ramuna（純素・平日）,奈良,純素 Vegan｜咖啡（拉麵/發酵玄米/漢堡/甜點）,高畑町・奈良公園南（近新薬師寺・破石町巴士站）,奈良市高畑町 1028-5,34.67828,135.83537,週一-四 13:00-17:00；週五六日公休；不可預約,Tabelog 3.04（5 則）／HappyCow 奈良 #1,"午約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=34.67828,135.83537",2026-07-14
162,Pleased To Meet Me（法拉費喫茶）,奈良,喫茶・falafel｜蔬食友善,法蓮町・近鉄奈良駅北（獨立町家・やすらぎの道沿）,奈良市法蓮町 1249-1,34.69192,135.82616,週二三五 15:00-21:00；週六日 14:00-21:00；週一四公休,Tabelog 3.01（1 則・樣本少）,"約 ¥1,000–1,500＋飲品","https://www.google.com/maps/search/?api=1&query=34.69192,135.82616",2026-07-14
163,梅の花 奈良店（湯葉豆腐懐石）,奈良,湯葉・豆腐懐石・和食（需相談）｜蔬食友善,二名・富雄・西奈良（獨立店・沿富雄川，離觀光核心遠）,奈良市二名 1-2378,34.70550,135.73296,平日 11:00-15:30 / 17:00-21:30；週末 11:00-16:00 / 17:00-22:00,Tabelog 3.53（78 則）,"午 ¥3,000–5,000／晚 ¥4,000–7,000","https://www.google.com/maps/search/?api=1&query=34.70550,135.73296",2026-07-14
164,京都駅ビル 10F｜UNO RAMEN 純素豆乳拉麵,京都,純素拉麵（豆乳湯底・無麩質米粉麵）,京都駅ビル 10F 京都拉麺小路・京都駅,京都市下京区東塩小路町901 京都駅ビル10F,34.98586,135.75874,11:00-22:00（LO 21:30）；不定休,Tabelog 3.02,"約 ¥1,300–2,300／人（【花】¥2,310）","https://www.google.com/maps/search/?api=1&query=34.98586,135.75874",2026-07-14
165,京都BAL 4F｜Café&Meal MUJI 無印食堂,京都,無印良品食堂（蔬食友善・選惣菜）,京都BAL 4F・河原町三条,京都市中京区河原町通三条下ル山崎町251 京都BAL 4F,35.00696,135.76975,11:00-20:00（依BAL）,Tabelog 3.06,"約 ¥1,000–1,600／人","https://www.google.com/maps/search/?api=1&query=35.00696,135.76975",2026-07-14
166,髙島屋T8 B1F｜カフェ・ヴェルディ,京都,自家焙煎咖啡・烘焙（蔬食友善）,京都髙島屋 S.C.「T8」B1F・四条河原町,京都市下京区四条通河原町西入真町52 京都髙島屋T8 B1F,35.00353,135.76825,10:30-20:00（依T8）,Tabelog（百貨店內）,"咖啡/點心 約 ¥600–1,200／人","https://www.google.com/maps/search/?api=1&query=35.00353,135.76825",2026-07-14
167,京都髙島屋 7F｜アルポルトカフェ,京都,義式咖啡餐廳（蔬食友善）,京都髙島屋 本館 7F レストラン街・四条河原町,京都市下京区四条通河原町西入真町52 京都髙島屋7F,35.00321,135.76813,11:00-21:30（依髙島屋）,Tabelog（百貨店內）,"午餐 約 ¥1,500–2,500／人","https://www.google.com/maps/search/?api=1&query=35.00321,135.76813",2026-07-14
168,大丸京都 8F｜CAFFÈ TERRACE ISOLA,京都,甜點咖啡（蔬食友善）,大丸京都店 8F・四条烏丸,京都市下京区四条通高倉西入立売西町79 大丸京都8F,35.00430,135.76203,10:00-20:00（依大丸）,Tabelog（百貨店內）,"甜點＋飲品 約 ¥1,200–2,000／人","https://www.google.com/maps/search/?api=1&query=35.00430,135.76203",2026-07-14
169,大丸京都 8F｜丸福珈琲店 ザ・パーラー,京都,復古喫茶・甜點（蔬食友善）,大丸京都店 8F・四条烏丸,京都市下京区四条通高倉西入立売西町79 大丸京都8F,35.00392,135.76215,10:00-20:00（依大丸）,Tabelog（百貨店內）,"約 ¥1,000–1,800／人","https://www.google.com/maps/search/?api=1&query=35.00392,135.76215",2026-07-14
170,JR京都伊勢丹 6F｜茶寮都路里,京都,抹茶甜點（蔬食友善）,JR京都伊勢丹 6F・京都駅,京都市下京区烏丸通塩小路下ル JR京都伊勢丹6F,34.98626,135.75781,11:00-21:00（LO 20:00・依伊勢丹）,Tabelog（百貨店內）,"抹茶パフェ 約 ¥1,300–2,000／人","https://www.google.com/maps/search/?api=1&query=34.98626,135.75781",2026-07-14
171,京都ポルタ｜みのりカフェ,京都,自然食咖啡（蔬食友善）,京都ポルタ（京都駅前地下街）・京都駅,京都市下京区東塩小路町902 京都ポルタ,34.98694,135.75863,11:00-22:00（依ポルタ）,Tabelog（百貨店內）,"約 ¥1,000–1,800／人","https://www.google.com/maps/search/?api=1&query=34.98694,135.75863",2026-07-14
172,ヨドバシ京都 6F｜シアトルズベストコーヒー,京都,咖啡連鎖（蔬食友善）,ヨドバシカメラ京都 6F レストラン街・京都駅,京都市下京区烏丸通七条下ル東塩小路町590-2 ヨドバシ京都6F,34.98814,135.75870,10:00-22:30（依ヨドバシ）,Tabelog（百貨店內）,"咖啡/輕食 約 ¥500–1,200／人","https://www.google.com/maps/search/?api=1&query=34.98814,135.75870",2026-07-14
173,祇園｜UNO RAMEN 純素豆乳拉麵（本店）,京都,純素拉麵（豆乳湯底・無麩質米粉麵）,祇園四条・東山區,京都市東山区亀井町40,35.00242,135.77272,11:00-21:30（LO 21:30）；不定休,Tabelog 3.09／IG @unoyukiko.ramen,"約 ¥1,300–2,300／人","https://www.google.com/maps/search/?api=1&query=35.00242,135.77272",2026-07-14
174,素食カフェ Ren 四条大宮店（台灣素食）,京都,台灣素食・藥膳｜全素,壬生・中京區（四条大宮）,京都市中京区壬生坊城町12-7,35.00445,135.74670,11:30-20:00；週日公休,Tabelog 3.18／HappyCow 4.5,"約 ¥1,000–1,800／人","https://www.google.com/maps/search/?api=1&query=35.00445,135.74670",2026-07-14
175,菜食インドレストラン Shama 京都店,京都,印度蔬食｜蛋奶素,東山區（清水五条／東福寺方面）,京都市東山区鐘鋳町391-3,34.99379,135.77409,11:00-15:00 / 17:00-22:00（公休請電話確認）,HappyCow 5.0／TripAdvisor 4.0,"午 ¥1,200–1,800／晚 ¥2,000–3,000","https://www.google.com/maps/search/?api=1&query=34.99379,135.77409",2026-07-14
176,平和的ごはん パドマ Padma（純素京野菜）,京都,純素京野菜・印度香料料理｜全素,神宮丸太町／出町柳・左京區,京都市左京区下堤町82 恵美須ビル2F,35.01705,135.77271,12:00-19:00（食物 LO18:00）；週一・週四公休,Tabelog 3.08／HappyCow 4.5,"約 ¥1,500–2,500／人","https://www.google.com/maps/search/?api=1&query=35.01705,135.77271",2026-07-14
177,普廻 FUNE（純素未來粥）,京都,純素鹹粥定食・選物店｜全素,中京區（丸太町・高倉夷川）,京都市中京区高倉通夷川上ル福屋町717-1,35.01570,135.76227,12:00-18:00；週三公休,Tabelog 3.07／HappyCow 5.0,"約 ¥1,500–2,500／人","https://www.google.com/maps/search/?api=1&query=35.01570,135.76227",2026-07-14
178,アペリラ 純素麵包坊（ʼapelila）,京都,純素麵包坊・咖啡｜全素,高野／下鴨・左京區（近下鴨神社）,京都市左京区高野蓼原町36-3,35.03444,135.77524,約 10:00-16:00；週一・週二公休（不定休）,Tabelog 3.09／HappyCow 4.5,"麵包 ¥300–600／午餐 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=35.03444,135.77524",2026-07-14
179,cafe planet（純素・無麩質）,京都,純素・無麩質咖啡｜全素 GF,出町柳・上京區（鴨川沿）,京都市上京区梶井町447-5,35.02927,135.77061,09:00-18:00（LO17:50）；週三公休,Tabelog 3.28,"約 ¥1,500–2,500／人","https://www.google.com/maps/search/?api=1&query=35.02927,135.77061",2026-07-14
180,Little Heaven（純素創作精進・預約制）,京都,純素創作/精進套餐｜全素（預約制）,嵯峨野・右京區（近嵐山）,京都市右京区嵯峨野開町8-29,35.01455,135.69881,12:00-22:00・不定休（建議預約；部分為預約制套餐）,HappyCow 5.0,"套餐約 ¥5,000+／人（預約制）","https://www.google.com/maps/search/?api=1&query=35.01455,135.69881",2026-07-14
181,CONTO 純素冰淇淋咖啡（2025 新開）,京都,純素冰淇淋/gelato・咖啡・甜甜圈（蔬食友善）,烏丸御池・中京區,京都市中京区御池通衣棚西入西横町174-1 1F,35.01112,135.75719,約 7:30-19:00（不定休；座位少、以外帶為主）,Tabelog 3.33／IG @conto_kyoto,冰 ¥600–900／咖啡 約 ¥500,"https://www.google.com/maps/search/?api=1&query=35.01112,135.75719",2026-07-14
182,MERCY Vegan Bakery 東九条（2026 新開）,京都,純素麵包專門｜全素,東九条・南區（九条駅徒步 6 分／京都駅徒步 15 分）,京都市南区東九条河西町4 ホテルエリート京都ステーション1F,34.98041,135.76443,7:00-售完為止；無固定公休,Tabelog 3.02（新店）,麵包 ¥300–600／個,"https://www.google.com/maps/search/?api=1&query=34.98041,135.76443",2026-07-14
183,Hyssop（GOOD NATURE STATION 4F）,京都,京野菜料理（蔬食友善・部分純素）,四条河原町・下京區（GOOD NATURE STATION 4F）,京都市下京区河原町通四条下ル2丁目稲荷町318-6 4F,35.00248,135.76885,午 11:30-14:30／brunch-16:30／晚 17:30-21:00,Tabelog 3.50（238 則）,"午 ¥2,000–3,000／晚 ¥5,000–6,000","https://www.google.com/maps/search/?api=1&query=35.00248,135.76885",2026-07-14
184,本と野菜 OyOy（新風館 1F）,京都,蔬食拼盤咖啡（蔬食友善）,烏丸御池・中京區（新風館 SHINPUH-KAN 1F）,京都市中京区場之町586-2 新風館1F,35.00926,135.76051,一/三/四 11:00-20:00(LO19:00)；五六日 11:00-21:00(LO20:00)；週二公休,Tabelog 3.37／IG @oyoy.kyoto,"約 ¥1,000–1,999／人","https://www.google.com/maps/search/?api=1&query=35.00926,135.76051",2026-07-14
185,Premarché Alternative Diner（窯烤披薩）,京都,窯烤披薩・餐酒（蔬食友善・有葷）,二条城前・中京區（三条會商店街）,京都市中京区三条堀川西入橋西町672 プレマヴィレッジ京都堀川三条2F,35.00862,135.75127,11:30-15:00(LO14:15) / 17:00-22:00(料理LO21:00)；週三公休,Tabelog 3.08,"約 ¥2,000–2,999／人","https://www.google.com/maps/search/?api=1&query=35.00862,135.75127",2026-07-14
186,Soup Stock Tokyo 心斎橋PARCO B1F,大阪,湯品專門（蔬食友善）,心斎橋PARCO B1F・心齋橋,大阪市中央区心斎橋筋1-8-3 心斎橋PARCO B1F,34.67386,135.50097,約 11:00-20:00（隨 PARCO）,Tabelog 3.07,"約 ¥800–1,300／人","https://www.google.com/maps/search/?api=1&query=34.67386,135.50097",2026-07-14
187,Himalayan Kitchen 心斎橋BIG STEP 3F,大阪,尼泊爾/印度料理（蛋奶素友善・共用廚房）,西心斎橋・アメリカ村（心斎橋ビッグステップ 3F）,大阪市中央区西心斎橋1-6-14 心斎橋ビッグステップ3F,34.67228,135.49875,11:00-23:00（L.O. 約 22:30・隨 BIG STEP）,Tabelog 3.19,"約 ¥1,000–1,800／人","https://www.google.com/maps/search/?api=1&query=34.67228,135.49875",2026-07-14
188,アリーズキッチン（ALI’S KITCHEN・巴基斯坦）,大阪,巴基斯坦/中東 halal（蛋奶素友善・共用廚房）,心斎橋筋（トレスビル B1F）,大阪市中央区心斎橋筋1-10-12 トレスビルB1F,34.67481,135.50095,11:00-15:00 / 17:00-22:00；週四公休,Tabelog 3.53,"約 ¥1,000–1,800／人","https://www.google.com/maps/search/?api=1&query=34.67481,135.50095",2026-07-14
189,ゴータマ Gautama（印度料理）,大阪,印度料理（蛋奶素友善・共用廚房）,西心斎橋・近長堀橋（シエロアズールビル B1F）,大阪市中央区西心斎橋1-1-10 シエロアズールビルB1F,34.67479,135.49948,平日 11:30-23:00(LO22:30)、日祝 11:30-22:00；無休,Tabelog 3.13,"午間套餐 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=34.67479,135.49948",2026-07-14
190,GENMAI Cafe 玄米カフェ（需電話確認）,大阪,玄米自然食咖啡（蔬食友善・需確認無魚）,心斎橋筋（心斎橋⇄本町之間・第3酵素ビル 2F）,大阪市中央区南久宝寺町3-6-9 第3酵素ビル2F,34.68080,135.50100,2F Café 11:00-17:00；週四公休（座標約略・去前電話確認營業）,Vegewel／官方（Tabelog 舊頁閉店・需再確認）,"約 ¥1,000–1,700／人","https://www.google.com/maps/search/?api=1&query=34.68080,135.50100",2026-07-14
191,CHADO 抹茶燕麥拿鐵（有機・南船場）,大阪,抹茶專門咖啡（純素飲品友善）,南船場（路面店）,大阪市中央区南船場4-13-15,34.67622,135.49793,每日 10:00-17:00,HappyCow（2024-25 活躍）／IG @chado_jp,飲品 約 ¥600–900／人,"https://www.google.com/maps/search/?api=1&query=34.67622,135.49793",2026-07-14
192,お芋スイーツ 芋よし なんばマルイ 1F,大阪,番薯甜點專門（蔬食友善）,なんばマルイ(OIOI) 1F・難波（心齋橋南側）,大阪市中央区難波3-8-9 なんばマルイ1F,34.66552,135.50101,11:00-20:00（隨マルイ）,Tabelog 3.04／IG @imoyoshi_0109,"約 ¥500–1,200／人","https://www.google.com/maps/search/?api=1&query=34.66552,135.50101",2026-07-14
193,カスカード CASCADE なんばマルイ B1F,大阪,麵包坊（蛋奶素友善）,なんばマルイ(OIOI) B1F・難波,大阪市中央区難波3-8-9 なんばマルイB1F,34.66547,135.50073,一-六 8:00-21:30、日/假 8:00-21:00,Tabelog 3.39（288 則）,每個 ¥200–800,"https://www.google.com/maps/search/?api=1&query=34.66547,135.50073",2026-07-14
194,HARBS 心斎橋PARCO 3F（蛋糕）,大阪,蛋糕咖啡（蛋奶素友善）,心斎橋PARCO 3F・心齋橋,大阪市中央区心斎橋筋1-8-3 心斎橋PARCO3F,34.67386,135.50097,約 11:00-20:00（隨 PARCO）,Tabelog 3.09（128 則）,"蛋糕＋飲品 約 ¥1,500–2,500／人","https://www.google.com/maps/search/?api=1&query=34.67386,135.50097",2026-07-14
